gate_score,accepted,hispanic,black,english_learner,special_ed,frpl,male,college,earnings
99,1,0,0,0,0,1,1,1,57282.09804
99,1,0,0,0,0,1,0,1,57734.4409
99,1,0,0,0,0,0,1,1,63238.96178
99,1,0,0,0,0,0,0,1,98512.63686
99,1,0,0,0,0,1,1,1,62654.65759
99,1,0,0,1,0,0,0,1,82166.58926
99,1,0,0,0,0,1,0,1,64366.62029
99,1,0,0,0,0,1,1,1,82940.20997
99,1,0,0,0,0,1,1,0,89732.23034
99,1,0,0,1,0,0,1,1,83572.84759
99,1,1,0,0,0,1,0,1,118575.2326
99,1,0,0,0,0,0,0,1,61483.06883
99,1,0,0,0,0,0,0,1,88386.4051
99,1,0,0,0,0,0,0,1,81820.00751
99,1,0,0,0,0,0,1,1,111496.8048
99,1,0,0,0,0,1,1,1,114393.1506
99,1,0,0,0,0,0,0,1,122431.2129
99,1,0,0,0,0,1,0,1,101775.526
99,1,0,0,0,0,0,1,1,71351.15505
99,1,0,0,0,0,0,1,1,70203.0243
99,1,0,1,0,1,1,0,1,111452.206
99,1,0,0,0,0,0,0,1,96640.57423
99,1,0,0,1,0,0,1,1,105605.7827
99,1,0,0,0,0,0,1,1,84776.88327
99,1,0,0,0,0,1,1,1,65104.77372
99,1,0,0,0,0,0,1,1,56692.18265
99,1,0,0,1,0,1,1,1,61406.5189
99,1,0,0,1,0,0,0,1,111510.1264
99,1,0,0,1,0,0,1,1,107572.7015
99,1,0,0,0,0,1,1,1,46174.60268
99,1,0,0,0,0,0,1,1,94887.04957
99,1,0,0,0,0,1,0,1,102722.6867
99,1,0,0,1,0,1,0,1,86619.92317
99,1,1,0,0,0,1,0,1,113530.8487
99,1,0,0,0,0,0,0,1,102608.3027
99,1,0,0,0,1,1,1,1,140606.7825
99,1,0,0,0,1,0,0,1,105543.544
99,1,0,0,0,0,0,1,1,49362.66442
99,1,0,0,0,0,0,1,1,61997.33455
99,1,0,0,1,0,1,1,1,34083.93235
99,1,0,0,0,0,1,1,1,99389.1914
99,1,0,0,1,1,0,1,1,114685.8433
99,1,0,0,0,1,0,0,1,80130.18811
99,1,0,0,0,0,1,1,1,70913.45569
99,1,0,0,0,0,0,0,1,79007.84638
99,1,0,0,0,0,1,1,1,128977.197
99,1,0,0,0,0,0,0,1,99952.98533
99,1,0,0,0,0,1,1,1,98605.09866
99,1,0,0,0,0,1,1,1,83466.73342
99,1,0,0,0,0,1,0,1,68582.9781
99,1,0,0,0,0,0,0,1,71329.07005
99,1,0,0,0,0,1,1,1,72163.4032
99,1,0,0,0,0,0,1,1,88624.42724
99,1,0,0,0,0,1,1,1,94087.16629
99,1,0,0,0,0,0,1,0,77800.7165
99,1,0,0,0,0,0,0,1,88480.39308
99,1,0,0,0,0,0,1,1,88318.0145
99,1,0,0,0,0,0,1,1,100478.1538
99,1,0,0,0,0,1,0,1,112275.0172
99,1,1,0,0,0,1,0,1,95110.3382
99,1,0,0,0,0,0,1,1,58693.24719
99,1,0,1,1,0,1,1,1,92373.95794
99,1,0,0,0,0,1,0,1,68451.78671
99,1,0,0,1,0,1,0,1,70651.57263
99,1,0,0,0,1,0,0,1,113104.0252
99,1,0,0,0,1,0,0,1,63550.81746
99,1,0,0,0,0,0,0,1,78859.47079
99,1,0,0,0,0,0,1,1,81232.06174
99,1,0,0,0,1,0,0,1,52549.83189
99,1,0,0,1,0,1,1,1,80488.54001
99,1,0,0,0,0,0,1,1,39686.24183
99,1,1,0,0,0,1,0,1,82733.47663
99,1,0,0,0,0,1,0,1,83322.72106
99,1,0,0,0,0,0,1,1,88266.13248
99,1,0,0,1,0,1,1,1,85968.64071
99,1,0,0,0,0,1,1,1,93227.02803
99,1,0,0,1,1,1,1,1,103633.0363
99,1,0,0,0,0,1,1,1,91550.22301
99,1,0,0,0,0,1,1,1,57858.97741
99,1,0,0,0,0,0,1,1,109706.0552
99,1,0,0,0,0,1,1,1,101234.0161
99,1,1,0,0,0,0,1,1,119870.2958
99,1,0,0,0,0,0,1,1,100704.2092
99,1,0,0,0,0,1,1,1,66597.02112
99,1,0,0,0,1,0,0,1,75804.17705
99,1,0,0,1,0,1,0,0,102450.0783
99,1,0,0,1,0,0,0,1,56238.86936
99,1,0,0,0,0,1,0,1,114631.255
99,1,0,0,0,0,1,1,1,102022.8418
99,1,0,0,0,1,1,1,1,84330.03783
99,1,0,0,0,0,0,0,1,47563.88053
99,1,0,0,0,0,0,1,1,85041.28668
99,1,1,0,0,0,1,0,1,73455.80967
99,1,0,0,0,0,1,1,1,89784.36133
99,1,0,0,0,1,1,0,1,75450.52921
99,1,0,0,0,0,1,1,1,73945.03216
99,1,0,0,0,0,1,0,1,97036.04176
99,1,0,0,0,0,0,0,1,88260.45588
99,1,0,0,0,0,0,1,1,69734.89414
99,1,0,0,0,0,0,0,1,74207.79785
99,1,0,0,1,0,1,0,1,84666.83221
99,1,0,0,1,0,1,0,1,79231.89322
99,1,0,0,0,0,0,0,1,43496.36519
99,1,0,0,0,0,1,0,1,57561.26347
99,1,1,0,0,0,1,1,1,71517.11253
99,1,0,0,1,0,0,0,1,68427.22053
99,1,0,0,0,0,0,0,1,65425.81715
99,1,0,0,0,1,1,1,1,56101.6576
99,1,0,0,0,0,0,0,1,60725.23069
99,1,0,0,1,0,0,0,1,82342.16621
99,1,0,0,0,0,0,1,1,78783.20492
99,1,1,0,0,1,1,1,1,86683.23514
99,1,0,0,0,0,1,0,1,89928.2232
99,1,0,0,0,0,1,0,1,115642.6126
99,1,0,0,1,0,1,1,1,92153.00844
99,1,0,0,0,0,0,0,1,81860.08098
99,1,0,0,0,0,0,1,1,92751.53003
99,1,0,0,0,0,0,1,1,92048.64541
99,1,0,0,0,0,0,0,1,86412.17338
99,1,0,0,0,0,1,0,1,85415.23903
99,1,0,0,0,0,0,1,1,87457.24387
99,1,1,0,1,0,0,1,0,63317.42786
99,1,0,0,0,0,1,1,1,76336.83886
99,1,0,0,0,0,0,1,1,51627.78028
99,1,0,0,0,0,0,0,1,114417.9305
99,1,1,1,0,0,0,1,1,91468.63714
99,1,0,0,1,0,0,1,1,83246.00221
99,1,0,0,0,0,0,1,1,104827.7813
99,1,0,0,0,0,0,1,1,45762.22667
99,1,0,1,0,0,0,1,1,40243.12394
99,1,0,0,0,0,1,1,1,48970.32629
99,1,0,0,0,0,0,0,1,77227.29542
99,1,0,0,1,0,0,1,1,78401.51461
99,1,0,0,1,0,0,0,1,73354.62626
99,1,0,0,0,0,0,1,1,83765.66064
99,1,0,0,0,0,0,1,1,70365.20692
99,1,0,0,0,0,1,0,1,96345.62263
99,1,0,0,0,0,0,1,1,60317.76984
99,1,0,0,0,0,1,1,1,94097.6689
99,1,0,0,1,0,0,0,1,85942.34943
99,1,0,0,0,0,0,1,1,114277.0037
99,1,0,0,0,0,0,0,1,82363.97267
99,1,0,0,0,0,1,1,1,33837.93681
99,1,0,0,0,0,0,0,1,87262.00904
99,1,1,0,1,0,1,0,1,66210.02037
99,1,1,0,1,0,0,0,0,74814.7511
99,1,0,0,1,0,0,1,1,89958.05897
99,1,0,0,0,0,1,0,0,103961.8627
99,1,0,1,0,0,1,1,1,104715.1756
99,1,0,0,1,0,1,1,1,94211.65041
99,1,1,0,1,0,1,0,1,76517.41387
99,1,0,0,1,1,1,1,1,38322.67531
99,1,0,0,0,0,1,0,1,76950.11546
99,1,1,1,0,0,0,1,1,103423.6575
99,1,0,1,0,0,0,1,1,91173.19953
99,1,0,0,0,0,1,0,1,86885.31867
99,1,0,0,0,0,1,1,1,89165.06163
99,1,0,0,0,0,0,0,1,76894.60222
99,1,0,0,0,0,1,1,1,81290.29428
99,1,0,0,0,0,1,1,1,61314.5057
99,1,0,0,0,0,0,0,1,58897.22288
99,1,0,0,0,0,0,1,1,73162.45121
99,1,0,1,0,0,1,1,1,58953.47923
99,1,0,0,0,0,1,0,1,101889.9055
99,1,0,0,0,0,0,1,1,88813.94634
99,1,0,0,1,0,1,0,0,103941.8863
99,1,0,0,0,0,1,0,1,74273.33335
99,1,0,0,0,0,1,0,1,104358.9795
99,1,0,0,1,0,0,1,1,86619.18274
99,1,0,0,0,0,1,0,1,99681.90234
99,1,0,0,0,0,1,1,1,79983.98179
99,1,0,0,0,0,0,1,1,89098.74166
99,1,0,0,0,0,0,1,1,130777.2374
99,1,0,0,0,0,0,0,1,46856.86569
99,1,0,0,0,0,1,0,1,105673.0384
99,1,0,0,0,0,1,0,0,86299.40354
99,1,0,0,0,0,0,0,1,118283.5071
99,1,0,1,1,0,1,1,1,46255.85457
99,1,0,0,0,0,0,0,1,97371.25897
99,1,0,0,0,0,1,0,1,70908.55779
99,1,0,0,1,0,0,1,1,96097.80256
99,1,0,0,0,0,1,0,1,65125.37613
99,1,0,0,0,0,0,1,1,79613.18464
99,1,0,0,0,0,0,1,1,90257.54944
99,1,0,0,0,0,1,1,1,79349.86196
99,1,0,0,0,0,0,1,1,121035.9577
99,1,0,0,0,0,1,0,1,62627.49381
99,1,0,0,0,0,1,1,1,85992.73638
99,1,0,0,1,0,0,1,1,79967.29921
99,1,0,0,0,0,1,1,1,90746.36841
99,1,0,0,0,1,0,1,1,101078.062
99,1,1,0,0,0,1,0,1,108103.1185
99,1,0,0,0,0,0,0,1,97232.07824
99,1,0,0,1,0,0,1,1,80115.48472
99,1,0,0,0,0,1,0,1,66320.70901
99,1,0,0,0,0,1,1,1,61588.27333
99,1,1,0,0,0,0,0,0,93904.55316
99,1,0,0,0,0,0,0,0,90454.78142
99,1,0,0,1,0,1,0,1,72795.97704
99,1,0,0,1,0,0,1,1,95612.74786
99,1,0,1,0,0,0,0,1,81152.9571
99,1,1,0,0,0,1,1,1,77146.65361
99,1,0,0,0,0,1,1,1,85682.14883
99,1,1,0,0,0,0,1,1,67003.64554
99,1,0,0,0,0,1,1,0,103427.2132
99,1,0,0,1,0,0,0,1,92409.72154
99,1,0,0,0,0,0,0,1,86693.70781
99,1,1,0,0,0,0,0,1,54330.52721
99,1,0,0,0,0,1,1,1,104029.2347
99,1,0,0,0,0,0,1,1,81154.77282
99,1,0,0,0,0,1,0,1,81958.81975
99,1,0,0,0,0,0,1,1,81114.20129
99,1,0,0,0,0,0,0,1,87509.807
99,1,0,0,0,0,1,1,0,77627.02622
99,1,0,0,0,0,0,0,1,56628.73676
99,1,0,0,0,0,0,1,1,106301.2665
99,1,0,0,0,0,1,1,1,79240.06962
99,1,0,0,0,0,1,0,1,102792.9627
99,1,0,0,0,0,0,1,1,56955.85324
99,1,0,0,0,0,0,0,1,96854.49892
99,1,0,0,1,0,0,1,1,70215.36693
99,1,0,0,0,0,1,0,1,98498.30744
99,1,0,0,0,0,0,1,1,95414.24652
99,1,0,0,0,0,0,1,1,102030.9607
99,1,0,0,0,0,0,1,1,124698.3611
99,1,0,0,1,0,1,1,1,94125.23352
99,1,0,0,0,0,1,0,1,82561.77952
99,1,1,0,0,0,1,0,1,90575.01081
99,1,0,0,0,0,0,1,1,46700.87116
99,1,0,0,0,0,1,1,1,109857.8385
99,1,0,0,0,0,1,0,1,55819.1896
99,1,0,0,0,0,1,1,1,89486.35882
99,1,0,0,0,1,0,0,1,119672.898
99,1,1,0,1,0,0,1,1,81152.55654
99,1,0,0,0,0,1,1,1,117443.3078
99,1,0,0,0,0,0,0,1,63459.46449
99,1,0,1,0,0,1,0,1,53102.38638
99,1,0,0,0,0,1,1,1,87990.29873
99,1,0,0,0,0,0,1,1,54186.57876
99,1,0,0,0,0,1,1,1,81209.76822
99,1,0,0,0,0,0,0,0,91956.94559
99,1,0,0,0,0,1,1,0,88599.22931
99,1,0,0,0,0,0,0,1,78922.13212
99,1,0,0,0,0,1,0,1,81008.10085
99,1,0,0,0,0,0,1,1,81801.07165
99,1,0,0,0,0,0,0,1,49471.5015
99,1,0,0,0,0,0,1,0,68211.73956
99,1,0,0,0,0,1,1,1,68629.21035
99,1,0,0,0,0,1,1,1,85025.40557
99,1,0,0,0,0,0,0,1,84014.28143
99,1,0,0,1,0,1,1,1,97371.90256
99,1,0,0,0,0,1,0,1,87430.09166
99,1,0,0,0,0,1,1,1,160544.012
99,1,0,0,0,0,0,1,1,103209.4744
99,1,0,0,0,0,0,0,1,81579.48371
99,1,0,0,1,0,1,0,1,102168.7645
99,1,0,0,0,0,0,1,1,96610.9643
99,1,0,0,0,1,1,1,1,64160.92087
99,1,0,0,0,0,1,1,0,120164.8853
99,1,0,0,0,0,0,1,1,99369.71152
99,1,0,0,0,0,0,1,1,82745.67268
99,1,0,0,0,0,1,1,1,80034.6116
99,1,0,0,0,0,0,0,1,65961.3561
99,1,0,0,0,0,1,1,1,102268.4322
99,1,1,0,0,0,1,0,1,43764.7726
99,1,0,0,0,0,1,1,1,78326.26632
99,1,0,0,1,1,1,0,1,94768.08895
99,1,0,0,0,1,0,0,1,94382.62976
99,1,0,0,0,0,1,0,1,71867.54698
99,1,0,0,1,0,1,1,1,114442.4874
99,1,1,0,0,0,1,0,1,138650.5815
99,1,0,0,1,0,1,0,1,82520.29433
99,1,0,0,0,0,0,0,1,96865.29011
99,1,0,0,0,0,1,1,1,47823.05072
99,1,0,0,0,0,1,1,1,94067.16516
99,1,0,0,1,0,0,1,0,60817.56804
99,1,0,0,0,1,1,1,1,48256.08479
99,1,0,0,0,0,0,0,1,99253.35383
99,1,0,0,0,0,0,1,1,78647.72548
99,1,0,0,1,0,1,1,1,106542.9499
99,1,0,0,1,0,0,1,1,83861.19165
99,1,0,0,0,0,0,0,1,142809.514
99,1,0,0,1,0,0,1,1,55944.0291
99,1,0,0,0,1,0,1,0,88571.32026
99,1,0,0,0,0,0,0,1,59940.55056
99,1,0,0,1,0,1,1,1,59688.18379
99,1,0,0,1,0,1,0,0,66137.09379
99,1,1,0,0,0,1,0,1,84481.20125
99,1,0,0,0,1,1,0,1,93132.65919
99,1,0,0,0,0,0,1,0,68910.05345
99,1,0,0,0,0,1,0,1,101252.7799
99,1,1,0,0,0,0,1,1,66749.51173
99,1,0,0,0,0,0,0,1,106012.0993
99,1,0,0,0,0,0,1,1,70019.27465
99,1,0,0,0,1,0,1,1,61270.65709
99,1,0,0,0,0,1,1,1,77603.87857
99,1,1,0,0,0,0,1,1,85946.59023
99,1,0,0,0,0,0,0,1,118841.0093
99,1,0,0,0,0,0,0,1,68686.32611
99,1,0,0,0,0,0,1,1,85518.7892
99,1,0,0,0,0,0,0,1,89759.41721
99,1,0,1,0,0,0,0,1,78197.50307
99,1,0,0,0,0,1,1,1,100999.342
99,1,0,0,0,0,1,0,1,92437.43143
99,1,0,0,0,0,1,1,1,90577.02622
99,1,0,0,0,0,1,0,1,63992.43753
99,1,0,0,0,0,1,0,0,79881.13292
99,1,0,0,1,0,1,1,1,70628.61932
99,1,0,0,0,0,0,1,1,67401.57748
99,1,0,0,1,1,0,1,1,67655.95566
99,1,0,0,0,0,0,1,1,85855.54191
99,1,0,0,0,0,1,1,1,109143.4264
99,1,0,0,0,0,0,1,1,112619.0506
99,1,0,0,0,0,0,0,1,83285.24538
99,1,0,0,1,0,1,0,0,90248.40542
99,1,0,0,0,0,1,1,1,54296.88905
99,1,1,0,0,0,0,1,1,77169.77545
99,1,0,0,0,0,1,0,1,86503.32342
99,1,0,0,0,0,0,1,1,57675.22384
99,1,0,0,0,0,0,0,1,64119.64775
99,1,0,1,1,0,1,0,1,63866.62342
99,1,0,0,0,0,0,0,1,80381.86941
99,1,0,0,0,0,0,1,1,82102.34701
99,1,0,1,0,0,0,1,1,68563.00685
99,1,1,0,0,0,0,0,1,97398.70663
99,1,0,0,0,0,1,1,1,123020.8566
99,1,0,0,1,1,0,1,1,64328.87137
99,1,0,0,0,1,1,1,0,89547.20393
99,1,0,1,0,1,1,1,1,109644.8641
99,1,0,0,1,0,0,0,1,92744.14862
99,1,0,0,0,0,0,1,1,60586.99755
99,1,0,0,0,1,0,0,0,122138.8007
99,1,1,0,0,0,0,1,1,108821.2052
99,1,0,1,0,0,1,1,1,99848.98227
99,1,0,0,0,0,0,1,1,92770.59287
99,1,0,0,0,1,0,1,1,89233.71461
99,1,0,0,0,0,0,1,1,56437.19458
99,1,1,1,1,0,1,0,1,124479.2186
99,1,0,0,1,0,0,1,0,45378.0206
99,1,0,0,1,0,0,1,1,112390.1642
99,1,0,1,0,1,0,1,1,87431.62367
99,1,1,0,0,0,0,0,1,63336.94112
99,1,0,0,0,1,0,1,1,91595.75793
99,1,0,0,0,0,1,1,1,96319.41535
99,1,0,1,1,0,1,0,1,89416.52651
99,1,0,0,0,0,1,0,1,76562.50552
99,1,0,0,0,0,0,1,1,70456.64559
99,1,0,0,0,0,1,0,1,95364.61489
99,1,1,0,0,0,1,0,1,72086.17773
99,1,0,0,0,0,0,1,1,62362.28433
99,1,0,0,1,0,1,0,1,90498.71615
99,1,0,0,0,1,0,1,1,65042.56891
99,1,0,0,0,0,1,0,1,97684.64077
99,1,0,0,0,0,1,0,1,96122.09338
99,1,0,0,0,0,0,1,1,69909.46761
99,1,1,0,0,0,0,1,1,46467.00885
99,1,0,0,0,0,0,1,1,70970.19467
99,1,0,1,0,0,1,0,1,59002.54673
99,1,0,0,0,0,0,1,1,112711.5915
99,1,1,0,1,0,1,1,1,118724.1479
99,1,0,0,0,0,1,1,1,47763.47865
99,1,0,0,0,0,0,1,1,70284.43827
99,1,0,0,0,0,1,0,1,72721.46723
99,1,0,0,0,0,0,1,0,83607.89164
99,1,0,0,0,0,1,0,1,67493.20321
99,1,0,0,0,0,0,1,1,68992.37473
99,1,0,0,0,0,0,1,1,99615.8431
99,1,0,0,0,0,0,1,1,88799.21585
99,1,0,0,0,0,0,0,1,98954.83899
99,1,0,0,1,0,0,0,1,62567.8816
99,1,0,0,0,0,0,1,1,110465.0131
99,1,0,0,0,0,0,1,1,95817.79173
99,1,0,0,1,0,1,0,1,61689.75609
99,1,0,0,0,0,1,1,1,93937.62069
99,1,0,0,0,0,0,1,1,93588.17101
99,1,0,0,0,0,0,1,1,111057.7393
99,1,0,0,0,0,1,1,1,13044.95408
99,1,0,0,0,0,0,0,1,104454.4874
99,1,0,0,0,0,1,0,1,63507.06518
99,1,0,0,0,0,0,0,1,113436.6567
99,1,0,0,0,0,0,0,1,112612.9303
